15,春日山城跡
15,上越私立水族博物館　うみがたり
15,鵜の浜海水浴場
2,悠久山公園
2,国営越後丘陵公園
2,リバーサイド千秋
1,マリンピア日本海
1,萬代橋
1,北方文化博物館
